Idade,Genero,Tempo de Uso em Redes Sociais,Numero de Plataformas Usadas,Frenquencia de Posts,Frequencia de Posts (Ordinal),Frequencia de Verificacao por Notificacoes,Frequencia de Verificacao por Notificacoes (Ordinal),Taxa de Reconhecimento de Dependencia,Cyberbullying Experience,Taxa de Autoestima Reportada,Qualidade de Sono,Taxa de Ansiedade,Fadiga Gerada pelo Uso de Redes Sociais,Status de Saude Mental,Status de Saude Mental (Ordinal)
25,Feminino,4.0,3,Algumas vezes,1.0,Ocasionalmente,1.0,7.0,0,6.0,5.0,4.0,7,Razoavel,1.0
18,Feminino,2.0,3,Geralmente,3.0,Ocasionalmente,1.0,6.0,0,7.0,5.0,4.0,4,Boa,2.0
22,Feminino,2.0,6,Raramente,2.0,Raramente,0.0,8.0,0,5.0,6.0,3.0,3,Boa,2.0
25,Feminino,7.0,4,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,1,4.0,10.0,5.0,6,Razoavel,1.0
18,Feminino,6.0,2,Nunca,0.0,Frequentimente,2.0,10.0,0,4.0,6.0,8.0,6,Ruim,0.0
18,Masculino,1.0,2,Raramente,2.0,Frequentimente,2.0,6.0,0,8.0,4.0,2.0,4,Boa,2.0
22,Feminino,3.0,4,Raramente,2.0,Frequentimente,2.0,7.0,0,8.0,10.0,5.0,3,Boa,2.0
18,Feminino,2.0,6,Raramente,2.0,Raramente,0.0,5.0,0,7.0,3.0,4.0,5,Razoavel,1.0
45,Masculino,6.0,2,Raramente,2.0,Frequentimente,2.0,8.0,0,4.0,5.0,5.0,6,Razoavel,1.0
16,Feminino,4.0,5,Algumas vezes,1.0,Frequentimente,2.0,8.0,0,5.0,9.0,5.0,6,Boa,2.0
30,Masculino,0.0,1,Sempre,4.0,Frequentimente,2.0,3.0,0,10.0,9.0,2.0,5,Excelente,3.0
18,Masculino,11.0,6,Raramente,2.0,Ocasionalmente,1.0,10.0,1,1.0,6.0,10.0,9,Ruim,0.0
25,Feminino,3.0,4,Nunca,0.0,Ocasionalmente,1.0,7.0,0,8.0,1.0,3.0,6,Boa,2.0
45,Feminino,3.0,2,Algumas vezes,1.0,Frequentimente,2.0,7.0,0,7.0,5.0,5.0,5,Razoavel,1.0
22,Feminino,3.0,2,Algumas vezes,1.0,Frequentimente,2.0,8.0,0,6.0,9.0,4.0,4,Boa,2.0
22,Masculino,12.0,3,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,0,1.0,8.0,10.0,8,Ruim,0.0
35,Masculino,3.0,5,Geralmente,3.0,Frequentimente,2.0,7.0,0,5.0,4.0,4.0,5,Razoavel,1.0
30,Feminino,4.0,4,Raramente,2.0,Frequentimente,2.0,7.0,0,6.0,8.0,3.0,5,Boa,2.0
45,Masculino,9.0,3,Raramente,2.0,Ocasionalmente,1.0,10.0,0,1.0,6.0,8.0,6,Ruim,0.0
30,Feminino,6.0,5,Raramente,2.0,Ocasionalmente,1.0,10.0,0,5.0,8.0,6.0,5,Razoavel,1.0
30,Feminino,4.0,3,Algumas vezes,1.0,Frequentimente,2.0,8.0,0,6.0,6.0,5.0,4,Razoavel,1.0
22,Masculino,9.0,4,Geralmente,3.0,Raramente,0.0,10.0,0,1.0,5.0,9.0,8,Ruim,0.0
22,Masculino,7.0,4,Geralmente,3.0,Raramente,0.0,10.0,0,1.0,6.0,8.0,5,Ruim,0.0
45,Feminino,3.0,5,Geralmente,3.0,Ocasionalmente,1.0,6.0,0,7.0,5.0,4.0,4,Boa,2.0
25,Feminino,6.0,1,Raramente,2.0,Raramente,0.0,9.0,0,2.0,1.0,6.0,6,Ruim,0.0
25,Feminino,10.0,3,Algumas vezes,1.0,Frequentimente,2.0,10.0,1,1.0,8.0,9.0,6,Ruim,0.0
40,Feminino,4.0,3,Raramente,2.0,Frequentimente,2.0,9.0,0,5.0,8.0,4.0,5,Boa,2.0
25,Feminino,7.0,3,Geralmente,3.0,Frequentimente,2.0,10.0,0,4.0,7.0,8.0,7,Ruim,0.0
50,Masculino,11.0,3,Raramente,2.0,Frequentimente,2.0,10.0,1,1.0,4.0,10.0,8,Ruim,0.0
35,Masculino,6.0,4,Raramente,2.0,Raramente,0.0,10.0,1,6.0,3.0,5.0,5,Razoavel,1.0
30,Masculino,2.0,2,Geralmente,3.0,Ocasionalmente,1.0,8.0,0,8.0,3.0,2.0,4,Boa,2.0
45,Masculino,3.0,3,Algumas vezes,1.0,Ocasionalmente,1.0,6.0,0,7.0,6.0,4.0,4,Boa,2.0
16,Masculino,5.0,2,Geralmente,3.0,Frequentimente,2.0,9.0,0,4.0,4.0,6.0,5,Ruim,0.0
22,Masculino,3.0,2,Raramente,2.0,Ocasionalmente,1.0,6.0,0,7.0,8.0,5.0,6,Boa,2.0
30,Masculino,11.0,3,Geralmente,3.0,Ocasionalmente,1.0,10.0,0,1.0,6.0,10.0,8,Ruim,0.0
22,Masculino,4.0,1,Algumas vezes,1.0,Raramente,0.0,6.0,1,4.0,5.0,5.0,5,Razoavel,1.0
35,Feminino,4.0,2,Algumas vezes,1.0,Frequentimente,2.0,6.0,0,5.0,8.0,4.0,5,Boa,2.0
45,Feminino,7.0,3,Algumas vezes,1.0,Frequentimente,2.0,10.0,0,3.0,2.0,8.0,6,Ruim,0.0
25,Masculino,5.0,1,Geralmente,3.0,Ocasionalmente,1.0,9.0,0,5.0,8.0,5.0,4,Razoavel,1.0
25,Feminino,4.0,1,Algumas vezes,1.0,Frequentimente,2.0,7.0,0,8.0,8.0,5.0,5,Boa,2.0
50,Masculino,1.0,5,Raramente,2.0,Frequentimente,2.0,5.0,0,9.0,6.0,3.0,4,Boa,2.0
25,Feminino,5.0,4,Algumas vezes,1.0,Raramente,0.0,9.0,0,5.0,3.0,5.0,6,Ruim,0.0
30,Masculino,9.0,2,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,1,1.0,2.0,6.0,5,Ruim,0.0
45,Masculino,4.0,5,Raramente,2.0,Frequentimente,2.0,9.0,0,8.0,4.0,3.0,6,Boa,2.0
30,Feminino,2.0,1,Algumas vezes,1.0,Raramente,0.0,6.0,0,6.0,6.0,2.0,5,Boa,2.0
40,Masculino,8.0,3,Raramente,2.0,Ocasionalmente,1.0,10.0,0,1.0,2.0,4.0,6,Ruim,0.0
40,Feminino,10.0,3,Raramente,2.0,Ocasionalmente,1.0,10.0,0,2.0,3.0,7.0,8,Ruim,0.0
25,Masculino,4.0,4,Geralmente,3.0,Frequentimente,2.0,9.0,1,6.0,4.0,5.0,4,Razoavel,1.0
40,Feminino,4.0,2,Raramente,2.0,Ocasionalmente,1.0,7.0,0,5.0,5.0,4.0,5,Razoavel,1.0
40,Feminino,8.0,3,Algumas vezes,1.0,Frequentimente,2.0,10.0,0,1.0,1.0,6.0,8,Ruim,0.0
45,Masculino,1.0,6,Raramente,2.0,Frequentimente,2.0,6.0,0,8.0,2.0,3.0,4,Boa,2.0
30,Masculino,5.0,5,Geralmente,3.0,Frequentimente,2.0,10.0,0,4.0,6.0,6.0,6,Razoavel,1.0
35,Feminino,3.0,3,Algumas vezes,1.0,Frequentimente,2.0,7.0,0,9.0,6.0,5.0,6,Boa,2.0
40,Masculino,3.0,5,Raramente,2.0,Frequentimente,2.0,7.0,0,7.0,7.0,4.0,5,Boa,2.0
40,Masculino,6.0,1,Raramente,2.0,Raramente,0.0,7.0,0,3.0,5.0,4.0,6,Razoavel,1.0
25,Feminino,0.0,2,Algumas vezes,1.0,Ocasionalmente,1.0,5.0,0,10.0,4.0,1.0,2,Excelente,3.0
18,Feminino,5.0,1,Nunca,0.0,Ocasionalmente,1.0,8.0,0,4.0,4.0,6.0,5,Ruim,0.0
25,Feminino,3.0,2,Geralmente,3.0,Frequentimente,2.0,8.0,0,7.0,6.0,5.0,5,Boa,2.0
35,Masculino,6.0,3,Raramente,2.0,Ocasionalmente,1.0,10.0,0,4.0,5.0,8.0,6,Ruim,0.0
30,Feminino,2.0,5,Algumas vezes,1.0,Ocasionalmente,1.0,8.0,0,8.0,3.0,5.0,5,Razoavel,1.0
35,Masculino,7.0,3,Geralmente,3.0,Ocasionalmente,1.0,10.0,0,3.0,1.0,5.0,6,Ruim,0.0
25,Masculino,6.0,3,Geralmente,3.0,Frequentimente,2.0,10.0,0,4.0,4.0,7.0,4,Ruim,0.0
30,Feminino,11.0,1,Raramente,2.0,Ocasionalmente,1.0,10.0,0,1.0,7.0,8.0,9,Ruim,0.0
22,Masculino,10.0,3,Algumas vezes,1.0,Raramente,0.0,10.0,0,1.0,6.0,9.0,9,Ruim,0.0
35,Masculino,3.0,3,Nunca,0.0,Raramente,0.0,7.0,0,5.0,2.0,4.0,6,Razoavel,1.0
30,Masculino,0.0,3,Geralmente,3.0,Raramente,0.0,4.0,0,10.0,5.0,1.0,5,Excelente,3.0
22,Feminino,6.0,2,Algumas vezes,1.0,Frequentimente,2.0,10.0,0,6.0,3.0,5.0,7,Razoavel,1.0
22,Feminino,6.0,3,Raramente,2.0,Frequentimente,2.0,10.0,0,5.0,5.0,5.0,5,Razoavel,1.0
35,Feminino,0.0,2,Algumas vezes,1.0,Ocasionalmente,1.0,5.0,0,10.0,3.0,2.0,2,Boa,2.0
30,Masculino,2.0,3,Raramente,2.0,Ocasionalmente,1.0,7.0,0,9.0,6.0,4.0,2,Boa,2.0
22,Feminino,5.0,1,Raramente,2.0,Frequentimente,2.0,9.0,0,5.0,6.0,6.0,6,Razoavel,1.0
50,Feminino,10.0,2,Algumas vezes,1.0,Raramente,0.0,10.0,0,1.0,4.0,10.0,7,Ruim,0.0
35,Masculino,10.0,2,Raramente,2.0,Ocasionalmente,1.0,10.0,0,1.0,10.0,7.0,7,Ruim,0.0
50,Masculino,2.0,4,Sempre,4.0,Ocasionalmente,1.0,8.0,0,9.0,6.0,5.0,3,Boa,2.0
25,Masculino,4.0,4,Raramente,2.0,Frequentimente,2.0,8.0,0,5.0,4.0,6.0,4,Razoavel,1.0
30,Masculino,0.0,5,Algumas vezes,1.0,Frequentimente,2.0,5.0,0,9.0,5.0,2.0,3,Boa,2.0
45,Feminino,4.0,3,Geralmente,3.0,Ocasionalmente,1.0,8.0,0,5.0,9.0,7.0,5,Razoavel,1.0
30,Masculino,7.0,2,Raramente,2.0,Frequentimente,2.0,8.0,0,2.0,4.0,6.0,6,Ruim,0.0
22,Feminino,4.0,3,Raramente,2.0,Frequentimente,2.0,6.0,0,5.0,6.0,6.0,6,Razoavel,1.0
25,Feminino,1.0,2,Geralmente,3.0,Ocasionalmente,1.0,5.0,0,10.0,5.0,2.0,4,Boa,2.0
18,Feminino,4.0,4,Geralmente,3.0,Raramente,0.0,9.0,0,5.0,5.0,4.0,7,Razoavel,1.0
22,Masculino,10.0,1,Raramente,2.0,Raramente,0.0,10.0,0,2.0,5.0,9.0,8,Ruim,0.0
16,Masculino,3.0,2,Raramente,2.0,Frequentimente,2.0,7.0,0,8.0,8.0,3.0,4,Boa,2.0
16,Masculino,3.0,4,Geralmente,3.0,Raramente,0.0,6.0,0,7.0,8.0,4.0,3,Boa,2.0
50,Masculino,7.0,4,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,1,3.0,6.0,7.0,7,Ruim,0.0
22,Masculino,7.0,4,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,0,3.0,6.0,6.0,5,Ruim,0.0
35,Feminino,10.0,2,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,0,1.0,1.0,9.0,10,Ruim,0.0
40,Masculino,4.0,5,Geralmente,3.0,Ocasionalmente,1.0,9.0,1,4.0,6.0,4.0,7,Razoavel,1.0
30,Masculino,5.0,4,Geralmente,3.0,Raramente,0.0,9.0,0,7.0,10.0,5.0,4,Boa,2.0
22,Masculino,4.0,4,Geralmente,3.0,Raramente,0.0,9.0,0,6.0,8.0,5.0,5,Boa,2.0
35,Feminino,10.0,4,Geralmente,3.0,Raramente,0.0,10.0,1,2.0,3.0,9.0,8,Ruim,0.0
30,Feminino,7.0,3,Geralmente,3.0,Raramente,0.0,10.0,0,4.0,10.0,8.0,6,Razoavel,1.0
35,Feminino,8.0,1,Nunca,0.0,Raramente,0.0,10.0,1,1.0,4.0,7.0,8,Ruim,0.0
40,Masculino,2.0,4,Raramente,2.0,Frequentimente,2.0,6.0,1,7.0,3.0,4.0,2,Razoavel,1.0
30,Masculino,4.0,2,Nunca,0.0,Ocasionalmente,1.0,7.0,0,6.0,3.0,4.0,3,Razoavel,1.0
25,Masculino,0.0,4,Geralmente,3.0,Frequentimente,2.0,5.0,0,10.0,4.0,2.0,5,Boa,2.0
30,Feminino,1.0,3,Geralmente,3.0,Raramente,0.0,7.0,1,8.0,5.0,3.0,4,Boa,2.0
18,Outro,6.0,3,Algumas vezes,1.0,Frequentimente,2.0,10.0,0,5.0,6.0,6.0,6,Razoavel,1.0
45,Feminino,4.0,2,Raramente,2.0,Ocasionalmente,1.0,9.0,0,5.0,6.0,3.0,4,Boa,2.0
18,Feminino,9.0,1,Raramente,2.0,Frequentimente,2.0,10.0,1,2.0,6.0,8.0,9,Ruim,0.0
25,Feminino,7.0,2,Nunca,0.0,Raramente,0.0,10.0,0,4.0,4.0,7.0,6,Ruim,0.0
40,Masculino,0.0,4,Algumas vezes,1.0,Raramente,0.0,6.0,1,7.0,10.0,2.0,3,Excelente,3.0
30,Outro,6.0,2,Nunca,0.0,Ocasionalmente,1.0,10.0,0,5.0,4.0,4.0,6,Razoavel,1.0
30,Feminino,4.0,6,Raramente,2.0,Ocasionalmente,1.0,8.0,1,6.0,5.0,4.0,5,Razoavel,1.0
45,Masculino,6.0,2,Geralmente,3.0,Ocasionalmente,1.0,9.0,0,4.0,1.0,5.0,7,Ruim,0.0
25,Masculino,9.0,3,Nunca,0.0,Ocasionalmente,1.0,10.0,0,1.0,5.0,9.0,8,Ruim,0.0
45,Feminino,4.0,5,Algumas vezes,1.0,Frequentimente,2.0,9.0,1,5.0,5.0,6.0,5,Razoavel,1.0
18,Masculino,8.0,3,Raramente,2.0,Raramente,0.0,10.0,1,3.0,2.0,7.0,5,Ruim,0.0
40,Masculino,7.0,4,Nunca,0.0,Ocasionalmente,1.0,10.0,0,3.0,8.0,8.0,7,Ruim,0.0
40,Masculino,4.0,6,Algumas vezes,1.0,Ocasionalmente,1.0,8.0,1,7.0,7.0,5.0,6,Boa,2.0
22,Masculino,5.0,5,Geralmente,3.0,Frequentimente,2.0,8.0,0,3.0,4.0,5.0,7,Ruim,0.0
25,Feminino,7.0,3,Nunca,0.0,Raramente,0.0,10.0,1,2.0,4.0,8.0,6,Ruim,0.0
22,Feminino,0.0,2,Raramente,2.0,Ocasionalmente,1.0,7.0,0,10.0,9.0,2.0,6,Excelente,3.0
35,Masculino,9.0,3,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,1,1.0,3.0,8.0,6,Ruim,0.0
30,Masculino,7.0,4,Geralmente,3.0,Frequentimente,2.0,10.0,0,3.0,8.0,6.0,5,Razoavel,1.0
30,Feminino,3.0,5,Raramente,2.0,Frequentimente,2.0,6.0,0,8.0,2.0,4.0,6,Razoavel,1.0
22,Masculino,12.0,4,Nunca,0.0,Raramente,0.0,10.0,0,1.0,8.0,10.0,10,Ruim,0.0
22,Masculino,2.0,3,Nunca,0.0,Ocasionalmente,1.0,7.0,0,8.0,6.0,3.0,3,Boa,2.0
16,Masculino,10.0,3,Raramente,2.0,Frequentimente,2.0,10.0,0,1.0,7.0,9.0,8,Ruim,0.0
25,Feminino,3.0,2,Nunca,0.0,Ocasionalmente,1.0,8.0,0,7.0,2.0,4.0,3,Razoavel,1.0
30,Masculino,7.0,1,Raramente,2.0,Ocasionalmente,1.0,10.0,0,2.0,5.0,7.0,5,Ruim,0.0
45,Masculino,4.0,4,Algumas vezes,1.0,Ocasionalmente,1.0,8.0,0,7.0,5.0,4.0,3,Boa,2.0
35,Feminino,7.0,2,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,0,4.0,6.0,8.0,5,Ruim,0.0
25,Masculino,2.0,2,Raramente,2.0,Raramente,0.0,8.0,0,8.0,6.0,3.0,4,Boa,2.0
50,Feminino,3.0,4,Algumas vezes,1.0,Frequentimente,2.0,6.0,0,6.0,5.0,2.0,6,Boa,2.0
35,Masculino,1.0,1,Nunca,0.0,Ocasionalmente,1.0,6.0,0,7.0,5.0,1.0,3,Boa,2.0
45,Masculino,9.0,5,Raramente,2.0,Ocasionalmente,1.0,10.0,0,1.0,5.0,10.0,8,Ruim,0.0
30,Masculino,3.0,1,Raramente,2.0,Ocasionalmente,1.0,7.0,0,6.0,6.0,5.0,4,Razoavel,1.0
22,Masculino,6.0,5,Raramente,2.0,Ocasionalmente,1.0,10.0,0,5.0,9.0,5.0,8,Boa,2.0
18,Feminino,8.0,3,Geralmente,3.0,Raramente,0.0,10.0,1,1.0,3.0,8.0,7,Ruim,0.0
35,Feminino,10.0,1,Raramente,2.0,Frequentimente,2.0,10.0,1,1.0,4.0,8.0,7,Ruim,0.0
18,Masculino,2.0,3,Geralmente,3.0,Frequentimente,2.0,4.0,0,8.0,4.0,3.0,6,Boa,2.0
25,Masculino,9.0,5,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,0,2.0,9.0,10.0,7,Ruim,0.0
30,Feminino,7.0,3,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,1,4.0,3.0,7.0,8,Ruim,0.0
30,Feminino,7.0,6,Nunca,0.0,Raramente,0.0,10.0,1,3.0,5.0,4.0,5,Ruim,0.0
22,Masculino,0.0,2,Nunca,0.0,Ocasionalmente,1.0,5.0,0,10.0,5.0,2.0,3,Excelente,3.0
25,Feminino,3.0,4,Raramente,2.0,Ocasionalmente,1.0,7.0,0,6.0,6.0,4.0,6,Boa,2.0
30,Feminino,4.0,2,Algumas vezes,1.0,Frequentimente,2.0,8.0,0,6.0,4.0,5.0,5,Razoavel,1.0
50,Feminino,4.0,2,Algumas vezes,1.0,Ocasionalmente,1.0,8.0,0,7.0,6.0,4.0,4,Boa,2.0
35,Masculino,10.0,2,Algumas vezes,1.0,Frequentimente,2.0,10.0,1,1.0,8.0,10.0,9,Ruim,0.0
45,Masculino,4.0,2,Nunca,0.0,Ocasionalmente,1.0,8.0,1,7.0,6.0,4.0,6,Boa,2.0
40,Masculino,10.0,1,Sempre,4.0,Frequentimente,2.0,10.0,0,1.0,3.0,10.0,7,Ruim,0.0
30,Feminino,4.0,2,Raramente,2.0,Frequentimente,2.0,9.0,1,4.0,9.0,5.0,6,Boa,2.0
22,Feminino,11.0,2,Raramente,2.0,Raramente,0.0,10.0,0,1.0,5.0,9.0,7,Ruim,0.0
35,Feminino,7.0,3,Geralmente,3.0,Ocasionalmente,1.0,10.0,0,2.0,5.0,8.0,6,Boa,2.0
30,Masculino,8.0,3,Nunca,0.0,Frequentimente,2.0,10.0,1,2.0,6.0,7.0,7,Ruim,0.0
30,Masculino,2.0,3,Sempre,4.0,Ocasionalmente,1.0,7.0,0,8.0,5.0,3.0,3,Boa,2.0
30,Masculino,5.0,2,Nunca,0.0,Ocasionalmente,1.0,10.0,0,6.0,6.0,7.0,6,Razoavel,1.0
30,Feminino,2.0,5,Raramente,2.0,Raramente,0.0,7.0,1,7.0,5.0,2.0,6,Boa,2.0
25,Masculino,3.0,2,Raramente,2.0,Ocasionalmente,1.0,7.0,1,7.0,5.0,4.0,5,Boa,2.0
22,Feminino,7.0,3,Algumas vezes,1.0,Frequentimente,2.0,10.0,0,3.0,5.0,7.0,7,Ruim,0.0
40,Masculino,0.0,4,Raramente,2.0,Raramente,0.0,5.0,0,10.0,5.0,2.0,2,Excelente,3.0
22,Masculino,5.0,1,Nunca,0.0,Ocasionalmente,1.0,9.0,0,4.0,4.0,5.0,4,Ruim,0.0
18,Masculino,5.0,2,Nunca,0.0,Raramente,0.0,8.0,0,6.0,2.0,6.0,5,Ruim,0.0
25,Feminino,1.0,4,Raramente,2.0,Ocasionalmente,1.0,6.0,0,7.0,6.0,2.0,3,Boa,2.0
35,Feminino,5.0,3,Geralmente,3.0,Frequentimente,2.0,9.0,0,5.0,3.0,7.0,4,Ruim,0.0
25,Feminino,7.0,2,Raramente,2.0,Raramente,0.0,10.0,0,5.0,8.0,7.0,8,Razoavel,1.0
22,Feminino,1.0,5,Geralmente,3.0,Raramente,0.0,6.0,1,8.0,5.0,1.0,3,Boa,2.0
30,Feminino,7.0,1,Raramente,2.0,Ocasionalmente,1.0,10.0,0,2.0,4.0,7.0,7,Ruim,0.0
25,Feminino,5.0,3,Nunca,0.0,Frequentimente,2.0,10.0,0,5.0,5.0,7.0,6,Ruim,0.0
45,Feminino,8.0,2,Algumas vezes,1.0,Frequentimente,2.0,10.0,0,1.0,3.0,8.0,6,Ruim,0.0
45,Feminino,3.0,1,Geralmente,3.0,Raramente,0.0,7.0,0,7.0,8.0,3.0,6,Boa,2.0
30,Masculino,8.0,2,Geralmente,3.0,Frequentimente,2.0,10.0,0,3.0,3.0,7.0,8,Ruim,0.0
25,Masculino,1.0,3,Algumas vezes,1.0,Ocasionalmente,1.0,6.0,0,9.0,5.0,3.0,4,Boa,2.0
35,Masculino,4.0,1,Raramente,2.0,Raramente,0.0,8.0,0,4.0,3.0,6.0,6,Ruim,0.0
16,Feminino,2.0,3,Raramente,2.0,Raramente,0.0,7.0,0,9.0,1.0,4.0,5,Razoavel,1.0
30,Feminino,9.0,6,Algumas vezes,1.0,Frequentimente,2.0,10.0,0,1.0,7.0,8.0,7,Ruim,0.0
25,Feminino,7.0,4,Raramente,2.0,Frequentimente,2.0,10.0,0,5.0,6.0,6.0,5,Razoavel,1.0
45,Masculino,0.0,2,Geralmente,3.0,Ocasionalmente,1.0,5.0,0,10.0,2.0,2.0,3,Boa,2.0
16,Masculino,0.0,1,Algumas vezes,1.0,Frequentimente,2.0,5.0,1,10.0,8.0,2.0,2,Excelente,3.0
30,Masculino,3.0,3,Geralmente,3.0,Raramente,0.0,6.0,0,8.0,5.0,4.0,6,Boa,2.0
35,Feminino,2.0,2,Algumas vezes,1.0,Ocasionalmente,1.0,6.0,0,7.0,5.0,2.0,5,Boa,2.0
30,Masculino,6.0,6,Geralmente,3.0,Frequentimente,2.0,8.0,0,5.0,5.0,7.0,6,Ruim,0.0
18,Feminino,6.0,6,Raramente,2.0,Frequentimente,2.0,10.0,0,4.0,4.0,7.0,7,Ruim,0.0
30,Masculino,11.0,1,Nunca,0.0,Frequentimente,2.0,10.0,0,1.0,4.0,9.0,9,Ruim,0.0
30,Feminino,6.0,5,Algumas vezes,1.0,Frequentimente,2.0,10.0,0,4.0,8.0,5.0,6,Razoavel,1.0
30,Masculino,4.0,3,Geralmente,3.0,Ocasionalmente,1.0,7.0,1,8.0,5.0,5.0,4,Boa,2.0
25,Feminino,5.0,2,Algumas vezes,1.0,Raramente,0.0,7.0,0,4.0,6.0,5.0,6,Razoavel,1.0
18,Masculino,4.0,2,Algumas vezes,1.0,Frequentimente,2.0,6.0,0,5.0,10.0,5.0,4,Boa,2.0
18,Outro,6.0,5,Nunca,0.0,Ocasionalmente,1.0,10.0,0,4.0,7.0,8.0,6,Ruim,0.0
40,Feminino,11.0,2,Geralmente,3.0,Raramente,0.0,10.0,0,1.0,2.0,8.0,9,Ruim,0.0
22,Masculino,9.0,4,Nunca,0.0,Ocasionalmente,1.0,10.0,0,2.0,3.0,8.0,9,Ruim,0.0
22,Feminino,2.0,1,Geralmente,3.0,Ocasionalmente,1.0,8.0,1,9.0,6.0,2.0,6,Boa,2.0
30,Masculino,3.0,5,Algumas vezes,1.0,Frequentimente,2.0,7.0,0,6.0,5.0,4.0,5,Razoavel,1.0
40,Feminino,8.0,3,Geralmente,3.0,Frequentimente,2.0,10.0,0,1.0,8.0,6.0,6,Ruim,0.0
18,Feminino,8.0,2,Algumas vezes,1.0,Raramente,0.0,10.0,0,1.0,6.0,10.0,6,Ruim,0.0
30,Feminino,3.0,1,Algumas vezes,1.0,Ocasionalmente,1.0,7.0,0,7.0,10.0,4.0,5,Boa,2.0
18,Masculino,7.0,3,Raramente,2.0,Raramente,0.0,10.0,1,3.0,1.0,8.0,5,Ruim,0.0
16,Masculino,6.0,2,Algumas vezes,1.0,Frequentimente,2.0,10.0,0,4.0,5.0,8.0,6,Ruim,0.0
18,Masculino,4.0,3,Raramente,2.0,Frequentimente,2.0,6.0,0,5.0,5.0,5.0,6,Razoavel,1.0
40,Feminino,3.0,2,Algumas vezes,1.0,Frequentimente,2.0,6.0,0,8.0,5.0,4.0,3,Boa,2.0
18,Feminino,9.0,1,Raramente,2.0,Raramente,0.0,10.0,0,1.0,8.0,8.0,8,Ruim,0.0
16,Masculino,6.0,3,Algumas vezes,1.0,Ocasionalmente,1.0,10.0,0,4.0,5.0,6.0,6,Ruim,0.0
25,Feminino,2.0,3,Raramente,2.0,Frequentimente,2.0,4.0,0,7.0,7.0,3.0,4,Boa,2.0
40,Masculino,7.0,3,Raramente,2.0,Frequentimente,2.0,10.0,1,4.0,6.0,9.0,5,Ruim,0.0
22,Masculino,7.0,3,Geralmente,3.0,Frequentimente,2.0,10.0,0,4.0,5.0,7.0,7,Ruim,0.0
25,Masculino,9.0,3,Geralmente,3.0,Raramente,0.0,10.0,0,1.0,6.0,8.0,6,Ruim,0.0
16,Masculino,3.0,3,Algumas vezes,1.0,Ocasionalmente,1.0,8.0,0,8.0,4.0,6.0,4,Razoavel,1.0
25,Masculino,12.0,1,Geralmente,3.0,Ocasionalmente,1.0,10.0,0,1.0,3.0,10.0,8,Ruim,0.0
30,Feminino,2.0,2,Raramente,2.0,Ocasionalmente,1.0,8.0,0,7.0,10.0,5.0,3,Boa,2.0
30,Masculino,6.0,1,Raramente,2.0,Ocasionalmente,1.0,10.0,0,4.0,5.0,7.0,5,Ruim,0.0
25,Masculino,6.0,3,Raramente,2.0,Ocasionalmente,1.0,10.0,0,4.0,5.0,6.0,4,Ruim,0.0
25,Feminino,4.0,3,Raramente,2.0,Frequentimente,2.0,9.0,1,5.0,4.0,4.0,4,Razoavel,1.0
18,Masculino,4.0,2,Raramente,2.0,Ocasionalmente,1.0,8.0,0,5.0,6.0,5.0,4,Razoavel,1.0
25,Feminino,9.0,4,Algumas vezes,1.0,Raramente,0.0,10.0,0,2.0,10.0,10.0,7,Ruim,0.0
18,Masculino,6.0,2,Raramente,2.0,Frequentimente,2.0,9.0,0,5.0,8.0,6.0,6,Razoavel,1.0
40,Feminino,4.0,3,Raramente,2.0,Ocasionalmente,1.0,9.0,0,6.0,5.0,6.0,4,Razoavel,1.0
50,Masculino,0.0,4,Raramente,2.0,Frequentimente,2.0,6.0,0,10.0,5.0,3.0,4,Boa,2.0
45,Feminino,2.0,3,Raramente,2.0,Raramente,0.0,6.0,1,7.0,3.0,4.0,4,Razoavel,1.0
30,Feminino,11.0,4,Nunca,0.0,Ocasionalmente,1.0,10.0,0,1.0,3.0,9.0,8,Ruim,0.0
35,Feminino,7.0,5,Sempre,4.0,Frequentimente,2.0,10.0,0,2.0,4.0,6.0,7,Ruim,0.0
22,Masculino,11.0,4,Raramente,2.0,Ocasionalmente,1.0,10.0,0,1.0,9.0,10.0,6,Ruim,0.0
30,Masculino,0.0,4,Geralmente,3.0,Frequentimente,2.0,4.0,0,9.0,10.0,3.0,2,Excelente,3.0
30,Feminino,6.0,2,Algumas vezes,1.0,Frequentimente,2.0,10.0,1,4.0,4.0,7.0,7,Ruim,0.0
30,Feminino,0.0,2,Raramente,2.0,Ocasionalmente,1.0,5.0,0,8.0,5.0,3.0,4,Boa,2.0
40,Masculino,7.0,5,Raramente,2.0,Raramente,0.0,10.0,0,4.0,10.0,9.0,6,Razoavel,1.0
22,Masculino,4.0,5,Algumas vezes,1.0,Ocasionalmente,1.0,8.0,0,5.0,8.0,6.0,5,Razoavel,1.0
